0.75 0.75

0.00 0.00

0.00 0.00

0.75 0.75

   ma    mb  gmab
  246   572   572
  247   773   773
  248   151   151
  249   951   951
  250   407   407
  251   183   183
  252   902    29
  253  1075  1075
  254   136   478
  255    15    15
  256  1061  1061
  257   862   862
  258   436   436
  259   425   425
  260    29   902
  261   147   147
  262   642   642
  263   613   408
  264   207   207
  265   931   817
  266   667   433
  267   533   533
  268   678   678
  269   288   288
  270   371   371
  271  1106  1106
  272   742   742
  273   132   132
  274   829   829
  275   671   671
  276   913   913
  277    77    77
  278  1000  1000
  279  1128  1128
  280   386   386
  281   899   171
  282   233   233
  283   182   182
  284   674   674
  285   530   530
  286   214   214
  287   237   237
  288   887   887
  289  1021    72
  290   721   721
  291   253   253
  292   316   316
  293   645   645
  294   139   139
  295    40    40
  296  1083  1083
  297   228   228
  298   929   454
  299     0   389
  300   589   589
  301   580   580
  302   812   855
  303  1097  1097
  304    12    12
  305   390   390
  306   165   165
  307   649   649
  308   113   113
  309   387   278
  310   275   203
  311   520   520
  312   398   398
  313   364   793
  314  1057  1057
  315   680   680
  316   638   638
  317   491   491
  318   958   958
  319  1063  1063
  320   129   129
  321   911   911
  322   244   244
  323   335   335
  324    61    61
  325   322   322
  326   515   515
  327   369   369
  328   922   922
  329   847   847
  330   531   531
  331   703   703
  332  1127  1127
  333   107   265
  334   124   124
  335   576   576
  336   717   717
  337   943   943
  338   729   729
  339   963   963
  340  1034  1034
  341   301   301
  342   143   143
  343   997   997
  344   726   726
  345   268   268
  346   155   155
  347   682   682
  348   972   493
  349   606   606
  350  1012  1012
  351   659   659
  352   404   404
  353   864   766
  354   449   449
  355   379   379
  356   325   325
  357  1066  1066
  358   201  1016
  359   526   895
  360   162   229
  361    30    30
  362   393   393
  363    55    55
  364   853   853
  365   646   646
  366   967   967
  367   566   566
  368  1040  1040
  369   733   614
  370  1126   812
  371   383   383
  372  1100  1100
  373   400   400
  374   440   440
  375   676     2
  376   912   912
  377   149   149
  378   993   993
  379  1052   112
  380   991   747
  381   881  1052
  382   720   720
  383   631   881
  384   855   991
  385   747   161
  386   274   274
  387   258   258
  388   454   929
  389   339   339
  390   995   995
  391   814   267
  392   551   551
  393   501   501
  394   245   245
  395   774   774
  396   110   210
  397   315   315
  398    17    17
  399   763   763
  400   269   269
  401   599   599
  402   657   275
  403   484   484
  404   730   730
  405   503   503
  406   118   605
  407   850   850
  408  1114   421
  409    79    79
  410   194   194
  411  1071  1071
  412   893   893
  413   691   691
  414    16    16
  415  1033   455
  416   793   782
  417   654   654
  418   629   394
  419   930   930
  420   568  1043
  421   408   340
  422   616   616
  423   104   104
  424   539   539
  425   496   496
  426   184   184
  427   158  1132
  428   169   169
  429  1096  1096
  430   643   118
  431    64    64
  432   802   802
  433   647   647
  434   126   526
  435   854   854
  436   174   174
  437   350   350
  438   355   355
  439   686   686
  440   872   872
  441   138   138
  442    73    73
  443   940   940
  444   481   481
  445   608   608
  446   286   286
  447   172   172
  448   518   518
  449   768   768
  450   289   289
  451   698   698
  452    48    48
  453   778   778
  454  1129   662
  455   300   300
  456   203   825
  457   435   435
  458   725   725
  459  1087  1087
  460   219   219
  461    71   439
  462   891   891
  463   280   280
  464   205   220
  465   365   365
  466   713   713
  467   745   745
  468    88    88
  469   771   771
  470   810   312
  471    93    93
  472   307   307
  473   895   126
  474   898   898
  475   798   798
  476   827   827
  477   952   952
  478   480   699
  479   239   239
  480   779   779
  481   699   613
  482   690   690
  483   497   497
  484   670   577
  485    54    54
  486  1009  1009
  487   687   224
  488    72   136
  489   900   900
  490    56    56
  491  1060  1068
  492   224   687
  493   376   376
  494   786   438
  495   590   590
  496  1101  1101
  497    46    46
  498   374   374
  499   684   684
  500    89    89
  501   264   264
  502   567   329
  503   168   168
  504    10   733
  505   303   428
  506    49    49
  507  1078  1078
  508   100   959
  509   468   468
  510  1032  1032
  511   329  1126
  512   354   354
  513   615   615
  514   117   117
  515  1094  1082
  516   453   453
  517   331   331
  518  1082  1094
  519   536   536
  520   985   568
  521    82    82
  522   614    23
  523   592   592
  524   757    75
  525   762  1118
  526  1027   676
  527   444    22
  528   384   225
  529   131   131
  530   422   422
  531   465   465
  532   159   159
  533   755   755
  534   740   925
  535   385   385
  536    38    38
  537   843   843
  538   973   973
  539   257   257
  540    33    33
  541   243   243
  542    44    44
  543   170   170
  544   650   650
  545   653   653
  546   942   942
  547   252   252
  548   602   602
  549   705   705
  550   363   363
  551   808   808
  552   358   358
  553    41    41
  554   391   391
  555   284   846
  556   969  1011
  557   546  1056
  558  1029  1029
  559   578   578
  560   251   780
  561   818   818
  562    31  1098
  563   348   348
  564   340   313
  565   541   541
  566   235   235
  567   327   327
  568  1018  1018
  569   795   795
  570    94    94
  571   861   583
  572   254   667
  573    65    65
  574   652   652
  575   727   727
  576   759   759
  577   208   208
  578   960   960
  579   998   815
  580   524   524
  581   361   361
  582   815   309
  583   437   437
  584   984   984
  585    35    35
  586   811    57
  587   293   293
  588   304   304
  589   658   658
  590   256   256
  591   490   490
  592   914   914
  593   625   625
  594  1124  1124
  595   600   600
  596  1026  1026
  597  1123  1123
  598   970   970
  599   596   596
  600    97    97
  601   575  1103
  602   889   889
  603   101   101
  604   941   941
  605    22   740
  606   498   498
  607  1011   303
  608   734   757
  609  1003  1003
  610   953   953
  611   780  1027
  612   644   644
  613   317   317
  614   401   401
  615   987   148
  616   347   347
  617    84    84
  618   148   987
  619   888   888
  620   105   305
  621  1055   575
  622  1103  1055
  623   305   105
  624   146   146
  625   471   471
  626   319   319
  627   584   584
  628   570   570
  629   270   218
  630   466   466
  631   141   141
  632   842   842
  633   648   387
  634   285   285
  635   417   417
  636   975   975
  637   357   357
  638   707   707
  639   164   164
  640   835   835
  641   751   751
  642   824   824
  643   336   336
  644   156   156
  645   311   311
  646   981   981
  647   196   196
  648   452   452
  649   458   458
  650   792   792
  651   540   540
  652   683   683
  653   894   894
  654  1115  1115
  655   505   505
  656     7     7
  657  1117   897
  658   267   814
  659   297   297
  660  1036  1036
  661   420   420
  662   291   291
  663   246   246
  664   226   226
  665   430   430
  666   901   901
  667   560   560
  668  1098   191
  669   409   409
  670   102    86
  671   710   710
  672   320   320
  673  1116   266
  674   637   637
  675   947    85
  676  1079  1079
  677   836   947
  678   485   485
  679   416    19
  680  1006  1006
  681   516   516
  682   752   752
  683    42    42
  684  1093  1093
  685   737   737
  686    34    34
  687   543   543
  688   569   179
  689   529   529
  690   464   464
  691   833   833
  692    86   359
  693   438  1021
  694  1049  1049
  695   502   502
  696    36   867
  697   397   397
  698     5     5
  699   356   356
  700  1067  1067
  701   965   965
  702  1072  1072
  703   816   201
  704   933   933
  705  1031  1031
  706   885   885
  707   227   109
  708   414   414
  709   910   276
  710  1102  1102
  711   210   110
  712   788   788
  713  1090   419
  714   537   537
  715   859   859
  716   486   486
  717   724   724
  718   545   242
  719   909   868
  720  1045   620
  721   623   623
  722   200   200
  723   758   758
  724   964   964
  725     8     8
  726   917   917
  727   605   271
  728  1019  1019
  729   185   185
  730   145   145
  731   846   761
  732   820   284
  733   772   772
  734   936   545
  735    63   507
  736   532   532
  737  1088  1088
  738   218   986
  739  1043   849
  740   109  1110
  741   867   567
  742   939   939
  743   641   641
  744   448   448
  745   166   166
  746   547   547
  747   548   548
  748  1107  1107
  749  1016   444
  750     3     3
  751   429   429
  752   696   696
  753  1104  1104
  754   785   785
  755   443   443
  756   944   944
  757   664   664
  758   419    67
  759   640   640
  760   839   839
  761   332   332
  762    13    13
  763   504   504
  764   962   962
  765   675   675
  766   890   890
  767   992   992
  768   593    14
  769  1095  1095
  770   663   663
  771    25  1129
  772    20    20
  773  1005  1005
  774   743   743
  775   375   375
  776   801   801
  777   488    95
  778   799   799
  779    76    76
  780   787   787
  781   626   626
  782   916   916
  783   800   631
  784   770   770
  785    53    53
  786   738   738
  787   345   345
  788   790   790
  789    19    36
  790   451   451
  791  1023  1023
  792   125   125
  793   450   450
  794   651   876
  795   116   116
  796   700   700
  797  1131  1131
  798   290   290
  799   966   190
  800  1048   966
  801   344   344
  802   685   685
  803   190  1048
  804   612   342
  805   765   765
  806   424   424
  807   618   618
  808   231   231
  809  1118   762
  810   826   826
  811   343   343
  812   656   656
  813  1022  1022
  814  1080  1080
  815   313   692
  816  1120  1120
  817   439    71
  818   561   561
  819   948   948
  820   550   550
  821   287   287
  822   324   324
  823    43    43
  824  1030  1030
  825   123   123
  826   714   714
  827   403   403
  828  1111  1111
  829   137   137
  830   427   918
  831   442   442
  832   112   281
  833   598   598
  834   508   508
  835   633   633
  836   559   559
  837   558   558
  838   634   488
  839   192   192
  840    75  1076
  841   474   474
  842   197   197
  843   249   249
  844   512   512
  845   875   875
  846   610   610
  847   695   695
  848   601   601
  849   655   655
  850  1074   777
  851   412   270
  852   935   935
  853   767   767
  854   860   860
  855   212   487
  856   487   212
  857   538   538
  858   211   211
  859   701   701
  860   959   928
  861   957   612
  862   337   337
  863   483   754
  864   373   803
  865   989   989
  866   775   775
  867   367   585
  868  1105  1105
  869   585   367
  870   582   582
  871   617   100
  872   665   957
  873   769   769
  874    11    11
  875   639   639
  876   746   746
  877   413   413
  878    91    91
  879  1001  1001
  880   845   845
  881   402   402
  882   140   140
  883   353   353
  884   176   176
  885   982   127
  886   370   370
  887   127   982
  888   927   927
  889   161   209
  890   326   326
  891   209   643
  892   873  1010
  893   777   115
  894   794   500
  895   455  1033
  896   694   694
  897  1091   998
  898   979   410
  899   473   473
  900   622   622
  901    67   556
  902   534   648
  903   281   522
  904   262   262
  905   103   103
  906   892   892
  907   299  1074
  908   748   748
  909  1024  1024
  910   432   432
  911   756   756
  912   627   627
  913    92    92
  914  1130  1130
  915   470   470
  916  1015  1015
  917   273   273
  918   679   679
  919   389   380
  920   549   549
  921   619   619
  922   876   651
  923   395   920
  924  1132   412
  925   360   360
  926   609   609
  927   346   346
  928   181   181
  929   728   728
  930   925   864
  931   472   472
  932   150   150
  933   883   883
  934  1035   856
  935   507   873
  936   134   134
  937  1065  1065
  938   908   908
  939   282   282
  940   702   702
  941   247   247
  942   597   597
  943   310   310
  944   279   279
  945  1121  1121
  946   796   796
  947   581   581
  948    59    59
  949  1108  1108
  950   718   905
  951    87    25
  952   662    87
  953    50    50
  954   153   427
  955   869   869
  956   199   199
  957   186   186
  958   661   661
  959   990   990
  960    62    62
  961   216   216
  962   469   469
  963  1089  1089
  964   260   260
  965   152   152
  966    23   985
  967  1056   546
  968  1059   909
  969   986   979
  970   849   483
  971  1070   791
  972   791  1070
  973    66    66
  974   905   718
  975   938   956
  976  1099  1099
  977   198   198
  978   781   781
  979    69    69
  980   766   415
  981   803   936
  982   302   492
  983   564   564
  984   225   688
  985    27    27
  986    78    78
  987   928   786
  988   410  1090
  989   660   660
  990   841   841
  991   522   969
  992   915   915
  993    74    74
  994   719   719
  995   142   142
  996   946   946
  997   352   352
  998   677   677
  999   896   896
 1000   837   837
 1001   635   635
 1002   271   299
 1003   851   851
 1004   704   704
 1005   749   749
 1006   477   477
 1007   857   857
 1008   955   955
 1009   595   595
 1010   241     0
 1011   220   227
 1012   711   711
 1013   323   323
 1014   611   611
 1015  1076   816
 1016   709   709
 1017   874   874
 1018  1039  1039
 1019  1073  1073
 1020   236   236
 1021   544   544
 1022   312   810
 1023   636   636
 1024   431   858
 1025   722   722
 1026   858   431
 1027   296   296
 1028  1042  1042
 1029   509   153
 1030    57   509
 1031  1044  1044
 1032   977   977
 1033   394   866
 1034  1002  1002
 1035    52    52
 1036   844   844
 1037   692   480
 1038   240   240
 1039     4     4
 1040   848   848
 1041  1092  1092
 1042    83    83
 1043    99    99
 1044   866   629
 1045   932   932
 1046   179  1116
 1047   234   234
 1048  1025  1025
 1049   362   362
 1050   294   294
 1051   838   838
 1052   525   525
 1053   863   723
 1054   177   177
 1055   754   764
 1056  1112  1112
 1057   689   689
 1058   978   978
 1059    90    90
 1060   434   434
 1061     6     6
 1062   945   945
 1063   735   735
 1064  1051  1109
 1065   556   534
 1066   949   949
 1067   716   716
 1068   135   135
 1069    26    26
 1070   554   554
 1071   114   114
 1072   831   831
 1073   555   555
 1074   715   715
 1075   588   588
 1076   463   463
 1077  1058  1058
 1078   163   163
 1079   433   251
 1080   878  1119
 1081   242   102
 1082  1119  1045
 1083   723  1051
 1084    24    24
 1085  1122  1122
 1086   897  1117
 1087    81   924
 1088   924    81
 1089   632   632
 1090   797   797
 1091    95   665
 1092   309   416
 1093   378   634
 1094    21    21
 1095   821   821
 1096   542   542
 1097   441   441
 1098   167   167
 1099   423   423
 1100   255   255
 1101   221   221
 1102   527   527
 1103   828   828
 1104   519   519
 1105   351   351
 1106  1064  1064
 1107   157   157
 1108     1   521
 1109    70    70
 1110   521     1
 1111   382   382
 1112  1010   373
 1113   961   961
 1114   266   378
 1115   215   215
 1116   292   292
 1117   342  1091
 1118   732   732
 1119  1008  1008
 1120   764   241
 1121   971   971
 1122   333   333
 1123   462    63
 1124   571   571
 1125   405   405
 1126  1113  1113
 1127   248   248
 1128   834   834
 1129   178   178
 1130  1109   384
 1131   856  1035
 1132   318   318
