0.00 0.00

0.71 0.73

0.00 0.00

0.00 0.00

0.73 0.73

0.00 0.00

0.00 0.00

0.00 0.00

   ma    mb  gmab
  241  1028  1028
  242   603   603
  243   954   954
  244   988   988
  245  1054  1054
  246   572   572
  247   773   773
  248    29   151
  249   951   951
  250   407   407
  251   183   183
  252    29    29
  253  1075  1075
  254   478   478
  255    15    15
  256  1061  1061
  257   862   862
  258   436   436
  259   425   425
  260    29   902
  261   147   147
  262   642   642
  263   408   408
  264   207   207
  265   817   817
  266   433   433
  267   533   533
  268   678   678
  269   288   288
  270   371   371
  271  1106  1106
  272   742   742
  273   132   132
  274   829   829
  275   671   671
  276   913   913
  277    77    77
  278  1000  1000
  279  1128  1128
  280   386   386
  281   171   171
  282   233   233
  283   182   182
  284   674   674
  285   530   530
  286   214   214
  287   237   237
  288   887   887
  289    72    72
  290   721   721
  291   253   253
  292   316   316
  293   645   645
  294   139   139
  295    40    40
  296  1083  1083
  297   228   228
  298   454   454
  299   389   389
  300   589   589
  301   580   580
  302   855   855
  303  1097  1097
  304    12    12
  305   390   390
  306   165   165
  307   649   649
  308   113   113
  309   278   278
  310   203   203
  311   520   520
  312   398   398
  313   793   793
  314  1057  1057
  315   680   680
  316   638   638
  317   958   491
  318   958   958
  319   958  1063
  320   129   129
  321   911   911
  322   244   244
  323   335   335
  324    61    61
  325   491   322
  326   515   515
  327   369   369
  328   922   922
  329   847   847
  330   531   531
  331   703   703
  332  1127  1127
  333   265   265
  334   124   124
  335   576   576
  336   717   717
  337   943   943
  338   729   729
  339   963   963
  340  1034  1034
  341   301   301
  342   143   143
  343   997   997
  344   726   726
  345   268   268
  346   155   155
  347   682   682
  348   493   493
  349   606   606
  350  1012  1012
  351   659   659
  352   404   404
  353   766   766
  354   449   449
  355   379   379
  356   325   325
  357  1066  1066
  358  1016  1016
  359   895   895
  360   229   229
  361    30    30
  362   393   393
  363    55    55
  364   853   853
  365   646   646
  366   967   967
  367   566   566
  368  1040  1040
  369   614   614
  370   812   812
  371   383   383
  372  1100  1100
  373   400   400
  374   993   440
  375     2     2
  376   912   912
  377   149   149
  378   614   993
  379   112   112
  380   747   747
  381  1052  1052
  382   720   720
  383   881   881
  384   991   991
  385   161   161
  386   274   274
  387   258   258
  388   929   929
  389   339   339
  390    66   995
  391   267   267
  392   551   551
  393   501   501
  394   245   245
  395   774   774
  396   210   210
  397   315   315
  398    17    17
  399   763   763
  400   269   269
  401   599   599
  402   275   275
  403   484   484
  404   730   730
  405   503   503
  406   605   605
  407   850   850
  408    59   421
  409    79    79
  410   194   194
  411  1071  1071
  412   893   893
  413   691   691
  414    16    16
  415   455   455
  416   104   782
  417   654   654
  418   104   394
  419   930   930
  420   104  1043
  421   340   340
  422   616   616
  423   104   104
  424   539   539
  425   496   496
  426  1132   184
  427  1132  1132
  428   169   169
  429  1096  1096
  430   118   118
  431    64    64
  432   802   802
  433   647   647
  434   526   526
  435   854   854
  436   174   174
  437   350   350
  438   355   355
  439   686   686
  440   872   872
  441   138   138
  442    73    73
  443   940   940
  444   481   481
  445   608   608
  446   768   286
  447   172   172
  448   518   518
  449   768   768
  450   768   289
  451   698   698
  452    48    48
  453   778   778
  454   662   662
  455   300   300
  456   825   825
  457   435   435
  458   725   725
  459  1087  1087
  460   219   219
  461   439   439
  462   891   891
  463   280   280
  464   220   220
  465   365   365
  466   713   713
  467   745   745
  468    88    88
  469   771   771
  470   312   312
  471    93    93
  472   799   307
  473   126   126
  474   898   898
  475   798   798
  476   431   827
  477   952   952
  478   157   699
  479   419   239
  480   221   779
  481   629   613
  482  1076   690
  483   497   497
  484   234   577
  485   416    54
  486  1009  1009
  487   224   224
  488   136   136
  489   224   900
  490   224    56
  491  1068  1068
  492   687   687
  493   224   376
  494   438   438
  495   590   590
  496   215  1101
  497    46    46
  498   140   374
  499   375   684
  500    89    89
  501   333   264
  502   329   329
  503   168   168
  504   733   733
  505   266   428
  506    38    49
  507   410  1078
  508  1118   959
  509   468   468
  510  1032  1032
  511  1126  1126
  512   619   354
  513   527   615
  514   117   117
  515   318  1082
  516    42   453
  517   331   331
  518   797  1094
  519   536   536
  520   568   568
  521    75    82
  522    23    23
  523   592   592
  524    75    75
  525    75  1118
  526   676   676
  527    75    22
  528    75   225
  529   422   131
  530   422   422
  531   465   465
  532   159   159
  533   755   755
  534    38   925
  535   385   385
  536    38    38
  537   843   843
  538    38   973
  539   257   257
  540    33    33
  541   243   243
  542    44    44
  543     3   170
  544   650   650
  545   653   653
  546   942   942
  547   252   252
  548   602   602
  549   705   705
  550   363   363
  551   808   808
  552   358   358
  553    41    41
  554   391   391
  555   846   846
  556  1011  1011
  557   928  1056
  558  1029  1029
  559   578   578
  560  1008   780
  561   818   818
  562  1098  1098
  563   348   348
  564   313   313
  565   541   541
  566   541   235
  567   327   327
  568  1018  1018
  569   795   795
  570    94    94
  571   583   583
  572   667   667
  573    65    65
  574   652   652
  575   727   727
  576   759   759
  577   208   208
  578   960   960
  579   361   815
  580   524   524
  581   815   361
  582   815   309
  583   437   437
  584   984   984
  585    35    35
  586    57    57
  587   293   293
  588   304   304
  589   658   658
  590   256   256
  591   490   490
  592   914   914
  593   625   625
  594  1124  1124
  595   600   600
  596  1026  1026
  597   644  1123
  598   970   970
  599   596   596
  600    97    97
  601   675  1103
  602   716   889
  603   101   101
  604   761   941
  605   740   740
  606   498   498
  607   303   303
  608   761   757
  609   772  1003
  610   953   953
  611   979  1027
  612   644   644
  613   317   317
  614  1008   401
  615   987   148
  616   347   347
  617   333    84
  618   148   987
  619   834   888
  620   227   305
  621   323   575
  622  1055  1055
  623   105   105
  624   146   146
  625  1042   471
  626   285   319
  627   285   584
  628   570   570
  629   218   218
  630   466   466
  631   141   141
  632   842   842
  633   772   387
  634   318   285
  635   417   417
  636   797   975
  637   992   357
  638   992   707
  639   164   164
  640   835   835
  641   751   751
  642   824   824
  643   336   336
  644   311   156
  645   311   311
  646   981   981
  647   196   196
  648   452   452
  649   458   458
  650   792   792
  651   540   540
  652   226   683
  653  1094   894
  654  1115  1115
  655   505   505
  656     7     7
  657   897   897
  658   814   814
  659   297   297
  660   995  1036
  661   420   420
  662   291   291
  663   246   246
  664   683   226
  665   430   430
  666   901   901
  667   560   560
  668   191   191
  669   409   409
  670    86    86
  671   710   710
  672   320   320
  673   333   266
  674   637   637
  675   485    85
  676  1079  1079
  677   947   947
  678   485   485
  679    19    19
  680   485  1006
  681   516   516
  682   732   752
  683    42    42
  684  1093  1093
  685   737   737
  686    34    34
  687   543   543
  688  1122   179
  689   529   529
  690   464   464
  691   833   833
  692   359   359
  693  1021  1021
  694  1049  1049
  695   502   502
  696   867   867
  697   397   397
  698     5     5
  699   356   356
  700  1067  1067
  701   965   965
  702  1072  1072
  703   201   201
  704   933   933
  705  1031  1031
  706   885   885
  707   109   109
  708   521   414
  709   777   276
  710  1102  1102
  711   110   110
  712   788   788
  713   419   419
  714   537   537
  715   318   859
  716   486   486
  717   724   724
  718   623   242
  719   868   868
  720   620   620
  721   623   623
  722   200   200
  723   758   758
  724   964   964
  725     8     8
  726   271   917
  727   271   271
  728  1019  1019
  729   185   185
  730   271   145
  731   318   761
  732   318   284
  733   979   772
  734    24   545
  735   507   507
  736   532   532
  737  1088  1088
  738   986   986
  739   849   849
  740  1110  1110
  741   567   567
  742   939   939
  743   641   641
  744   448   448
  745   166   166
  746   547   547
  747   548   548
  748  1107  1107
  749   444   444
  750   664     3
  751   429   429
  752   696   696
  753     3  1104
  754   512   785
  755   443   443
  756   844   944
  757   333   664
  758   318    67
  759   333   640
  760   839   839
  761   332   332
  762    13    13
  763   675   504
  764   962   962
  765   675   675
  766   890   890
  767   992   992
  768    14    14
  769    25  1095
  770   157   663
  771  1129  1129
  772  1113    20
  773  1005  1005
  774   743   743
  775   140   375
  776   801   801
  777    95    95
  778   799   799
  779    76    76
  780   787   787
  781   626   626
  782   916   916
  783    70   631
  784   384   770
  785    53    53
  786   738   738
  787   221   345
  788   790   790
  789    36    36
  790   451   451
  791  1023  1023
  792   125   125
  793   450   450
  794   876   876
  795   116   116
  796   700   700
  797  1131  1131
  798   290   290
  799   966   190
  800   190   966
  801   344   344
  802  1048   685
  803  1048  1048
  804   342   342
  805   765   765
  806   424   424
  807   142   618
  808   231   231
  809   284   762
  810   826   826
  811   343   343
  812   656   656
  813  1022  1022
  814  1080  1080
  815   692   692
  816   998  1120
  817   255    71
  818   561   561
  819   948   948
  820   105   550
  821   287   287
  822   324   324
  823    43    43
  824  1030  1030
  825   123   123
  826   714   714
  827   403   403
  828  1111  1111
  829   137   137
  830   918   918
  831   442   442
  832   281   281
  833   294   598
  834  1042   508
  835   633   633
  836   559   559
  837   558   558
  838   488   488
  839   192   192
  840   403  1076
  841   401   474
  842  1008   197
  843   249   249
  844   512   512
  845   875   875
  846   612   610
  847   722   695
  848   601   601
  849   655   655
  850   777   777
  851   270   270
  852   935   935
  853   767   767
  854   767   860
  855   834   487
  856   212   212
  857   834   538
  858   211   211
  859   701   701
  860   928   928
  861   612   612
  862   337   337
  863   754   754
  864  1117   803
  865   989   989
  866   114   775
  867   961   585
  868   992  1105
  869   549   367
  870   735   582
  871   909   100
  872   639   957
  873   769   769
  874   639    11
  875   639   639
  876   746   746
  877   413   413
  878    91    91
  879   797  1001
  880   442   845
  881  1070   402
  882  1091   140
  883   353   353
  884   821   176
  885   370   127
  886   370   370
  887   140   982
  888   927   927
  889   209   209
  890  1033   326
  891   643   643
  892   500  1010
  893   115   115
  894   500   500
  895  1033  1033
  896   694   694
  897   998   998
  898   410   410
  899    42   473
  900   333   622
  901   556   556
  902   333   648
  903   522   522
  904   262   262
  905   103   103
  906   851   892
  907  1074  1074
  908   748   748
  909   403  1024
  910   748   432
  911   756   756
  912   627   627
  913    92    92
  914  1130  1130
  915   470   470
  916  1015  1015
  917   333   273
  918   679   679
  919   380   380
  920   549   549
  921   619   619
  922   709   651
  923   318   920
  924    63   412
  925   360   360
  926   971   609
  927   150   346
  928   181   181
  929   728   728
  930   150   864
  931   472   472
  932   150   150
  933   856   883
  934   883   856
  935   873   873
  936   134   134
  937  1065  1065
  938   961   908
  939   282   282
  940   702   702
  941   527   247
  942   688   597
  943   597   310
  944   279   279
  945  1121  1121
  946   796   796
  947   333   581
  948   333    59
  949   167  1108
  950   797   905
  951    25    25
  952    87    87
  953    50    50
  954   427   427
  955   661   869
  956   199   199
  957   186   186
  958   661   661
  959   990   990
  960    62    62
  961   216   216
  962   378   469
  963  1089  1089
  964   260   260
  965   152   152
  966   483   985
  967   772   546
  968   772   909
  969   772   979
  970   483   483
  971   318   791
  972  1070  1070
  973   696    66
  974    66   718
  975   956   956
  976   241  1099
  977   198   198
  978   564   781
  979    69    69
  980   415   415
  981   936   936
  982   492   492
  983   167   564
  984   597   688
  985    27    27
  986    78    78
  987   786   786
  988  1090  1090
  989   660   660
  990   841   841
  991   841   969
  992   915   915
  993    74    74
  994   722   719
  995   255   142
  996   946   946
  997   114   352
  998   403   677
  999   318   896
 1000   998   837
 1001   858   635
 1002   299   299
 1003   403   851
 1004   519   704
 1005   749   749
 1006   786   477
 1007   797   857
 1008     0   955
 1009   595   595
 1010     0     0
 1011   711   227
 1012   227   711
 1013   323   323
 1014   709   611
 1015   709   816
 1016   874   709
 1017   874   874
 1018   709  1039
 1019   858  1073
 1020   431   236
 1021   431   544
 1022   431   810
 1023   636   636
 1024   431   858
 1025   722   722
 1026   431   431
 1027  1035   296
 1028   296  1042
 1029   167   153
 1030   114   509
 1031   977  1044
 1032   977   977
 1033   866   866
 1034  1064  1002
 1035   333    52
 1036   318   844
 1037    59   480
 1038    24   240
 1039   527     4
 1040   797   848
 1041   664  1092
 1042   629    83
 1043   318    99
 1044   629   629
 1045   932   932
 1046   373  1116
 1047   318   234
 1048   732  1025
 1049   362   362
 1050   318   294
 1051   333   838
 1052   221   525
 1053  1109   723
 1054   177   177
 1055   318   764
 1056   318  1112
 1057   689   689
 1058   978   978
 1059    90    90
 1060   157   434
 1061     6     6
 1062  1035   945
 1063   333   735
 1064   318  1109
 1065   694   534
 1066   554   949
 1067   716   716
 1068   716   135
 1069   716    26
 1070   716   554
 1071   114   114
 1072   831   831
 1073   178   555
 1074   715   715
 1075   764   588
 1076  1035   463
 1077   234  1058
 1078   333   163
 1079   167   251
 1080   318  1119
 1081   333   102
 1082   318  1045
 1083   114  1051
 1084   318    24
 1085  1122  1122
 1086  1117  1117
 1087   318   924
 1088  1117    81
 1089   632   632
 1090   318   797
 1091   403   665
 1092   527   416
 1093   333   634
 1094   333    21
 1095   333   821
 1096   384   542
 1097    21   441
 1098  1035   167
 1099   423   423
 1100   333   255
 1101   221   221
 1102   318   527
 1103   571   828
 1104   519   519
 1105   351   351
 1106   318  1064
 1107   318   157
 1108     1   521
 1109     1    70
 1110     1     1
 1111   571   382
 1112   333   373
 1113   333   961
 1114   318   378
 1115   215   215
 1116  1035   292
 1117   732  1091
 1118   732   732
 1119   318  1008
 1120   167   241
 1121   971   971
 1122   838   333
 1123    63    63
 1124   318   571
 1125   527   405
 1126   318  1113
 1127  1035   248
 1128   318   834
 1129   333   178
 1130   318   384
 1131   333  1035
 1132   318   318
